,year,pop,lifeExp,gdpPercap,country,continent
1354,2002,5359092.0,41.012,699.489713,Sierra Leone,Africa
1355,2007,6144562.0,42.568,862.5407561,Sierra Leone,Africa
1356,1952,1127000.0,60.396,2315.138227,Singapore,Asia
1357,1957,1445929.0,63.179,2843.104409,Singapore,Asia
1358,1962,1750200.0,65.798,3674.735572,Singapore,Asia
1359,1967,1977600.0,67.946,4977.41854,Singapore,Asia
1360,1972,2152400.0,69.521,8597.756202,Singapore,Asia
1361,1977,2325300.0,70.795,11210.08948,Singapore,Asia
1362,1982,2651869.0,71.76,15169.16112,Singapore,Asia
1363,1987,2794552.0,73.56,18861.53081,Singapore,Asia
1364,1992,3235865.0,75.788,24769.8912,Singapore,Asia
1365,1997,3802309.0,77.158,33519.4766,Singapore,Asia
1366,2002,4197776.0,78.77,36023.1054,Singapore,Asia
1367,2007,4553009.0,79.972,47143.17964,Singapore,Asia
1368,1952,3558137.0,64.36,5074.659104,Slovak Republic,Europe
1369,1957,3844277.0,67.45,6093.26298,Slovak Republic,Europe
1370,1962,4237384.0,70.33,7481.107598,Slovak Republic,Europe
1371,1967,4442238.0,70.98,8412.902397,Slovak Republic,Europe
1372,1972,4593433.0,70.35,9674.167626,Slovak Republic,Europe
1373,1977,4827803.0,70.45,10922.66404,Slovak Republic,Europe
1374,1982,5048043.0,70.8,11348.54585,Slovak Republic,Europe
1375,1987,5199318.0,71.08,12037.26758,Slovak Republic,Europe
1376,1992,5302888.0,71.38,9498.467723,Slovak Republic,Europe
1377,1997,5383010.0,72.71,12126.23065,Slovak Republic,Europe
1378,2002,5410052.0,73.8,13638.77837,Slovak Republic,Europe
1379,2007,5447502.0,74.663,18678.31435,Slovak Republic,Europe
1380,1952,1489518.0,65.57,4215.041741,Slovenia,Europe
1381,1957,1533070.0,67.85,5862.276629,Slovenia,Europe
1382,1962,1582962.0,69.15,7402.303395,Slovenia,Europe
1383,1967,1646912.0,69.18,9405.489397,Slovenia,Europe
1384,1972,1694510.0,69.82,12383.4862,Slovenia,Europe
1385,1977,1746919.0,70.97,15277.03017,Slovenia,Europe
1386,1982,1861252.0,71.063,17866.72175,Slovenia,Europe
1387,1987,1945870.0,72.25,18678.53492,Slovenia,Europe
1388,1992,1999210.0,73.64,14214.71681,Slovenia,Europe
1389,1997,2011612.0,75.13,17161.10735,Slovenia,Europe
1390,2002,2011497.0,76.66,20660.01936,Slovenia,Europe
1391,2007,2009245.0,77.926,25768.25759,Slovenia,Europe
1392,1952,2526994.0,32.978,1135.749842,Somalia,Africa
1393,1957,2780415.0,34.977,1258.147413,Somalia,Africa
1394,1962,3080153.0,36.981,1369.488336,Somalia,Africa
1395,1967,3428839.0,38.977,1284.73318,Somalia,Africa
1396,1972,3840161.0,40.973,1254.576127,Somalia,Africa
1397,1977,4353666.0,41.974,1450.992513,Somalia,Africa
1398,1982,5828892.0,42.955,1176.807031,Somalia,Africa
1399,1987,6921858.0,44.501,1093.244963,Somalia,Africa
1400,1992,6099799.0,39.658,926.9602964,Somalia,Africa
1401,1997,6633514.0,43.795,930.5964284,Somalia,Africa
1402,2002,7753310.0,45.936,882.0818218,Somalia,Africa
1403,2007,9118773.0,48.159,926.1410683,Somalia,Africa
1404,1952,14264935.0,45.009,4725.295531,South Africa,Africa
1405,1957,16151549.0,47.985,5487.104219,South Africa,Africa
1406,1962,18356657.0,49.951,5768.729717,South Africa,Africa
1407,1967,20997321.0,51.927,7114.477971,South Africa,Africa
1408,1972,23935810.0,53.696,7765.962636,South Africa,Africa
1409,1977,27129932.0,55.527,8028.651439,South Africa,Africa
1410,1982,31140029.0,58.161,8568.266228,South Africa,Africa
1411,1987,35933379.0,60.834,7825.823398,South Africa,Africa
1412,1992,39964159.0,61.888,7225.069258,South Africa,Africa
1413,1997,42835005.0,60.236,7479.188244,South Africa,Africa
1414,2002,44433622.0,53.365,7710.946444,South Africa,Africa
1415,2007,43997828.0,49.339,9269.657808,South Africa,Africa
1416,1952,28549870.0,64.94,3834.034742,Spain,Europe
1417,1957,29841614.0,66.66,4564.80241,Spain,Europe
1418,1962,31158061.0,69.69,5693.843879,Spain,Europe
1419,1967,32850275.0,71.44,7993.512294,Spain,Europe
1420,1972,34513161.0,73.06,10638.75131,Spain,Europe
1421,1977,36439000.0,74.39,13236.92117,Spain,Europe
1422,1982,37983310.0,76.3,13926.16997,Spain,Europe
1423,1987,38880702.0,76.9,15764.98313,Spain,Europe
1424,1992,39549438.0,77.57,18603.06452,Spain,Europe
1425,1997,39855442.0,78.77,20445.29896,Spain,Europe
1426,2002,40152517.0,79.78,24835.47166,Spain,Europe
1427,2007,40448191.0,80.941,28821.0637,Spain,Europe
1428,1952,7982342.0,57.593,1083.53203,Sri Lanka,Asia
1429,1957,9128546.0,61.456,1072.546602,Sri Lanka,Asia
1430,1962,10421936.0,62.192,1074.47196,Sri Lanka,Asia
1431,1967,11737396.0,64.266,1135.514326,Sri Lanka,Asia
1432,1972,13016733.0,65.042,1213.39553,Sri Lanka,Asia
1433,1977,14116836.0,65.949,1348.775651,Sri Lanka,Asia
1434,1982,15410151.0,68.757,1648.079789,Sri Lanka,Asia
1435,1987,16495304.0,69.011,1876.766827,Sri Lanka,Asia
1436,1992,17587060.0,70.379,2153.739222,Sri Lanka,Asia
1437,1997,18698655.0,70.457,2664.477257,Sri Lanka,Asia
1438,2002,19576783.0,70.815,3015.378833,Sri Lanka,Asia
1439,2007,20378239.0,72.396,3970.095407,Sri Lanka,Asia
1440,1952,8504667.0,38.635,1615.991129,Sudan,Africa
1441,1957,9753392.0,39.624,1770.337074,Sudan,Africa
1442,1962,11183227.0,40.87,1959.593767,Sudan,Africa
1443,1967,12716129.0,42.858,1687.997641,Sudan,Africa
1444,1972,14597019.0,45.083,1659.652775,Sudan,Africa
1445,1977,17104986.0,47.8,2202.988423,Sudan,Africa
1446,1982,20367053.0,50.338,1895.544073,Sudan,Africa
1447,1987,24725960.0,51.744,1507.819159,Sudan,Africa
1448,1992,28227588.0,53.556,1492.197043,Sudan,Africa
1449,1997,32160729.0,55.373,1632.210764,Sudan,Africa
1450,2002,37090298.0,56.369,1993.398314,Sudan,Africa
1451,2007,42292929.0,58.556,2602.394995,Sudan,Africa
1452,1952,290243.0,41.407,1148.376626,Swaziland,Africa
1453,1957,326741.0,43.424,1244.708364,Swaziland,Africa
1454,1962,370006.0,44.992,1856.182125,Swaziland,Africa
1455,1967,420690.0,46.633,2613.101665,Swaziland,Africa
1456,1972,480105.0,49.552,3364.836625,Swaziland,Africa
1457,1977,551425.0,52.537,3781.410618,Swaziland,Africa
1458,1982,649901.0,55.561,3895.384018,Swaziland,Africa
1459,1987,779348.0,57.678,3984.839812,Swaziland,Africa
1460,1992,962344.0,58.474,3553.0224,Swaziland,Africa
1461,1997,1054486.0,54.289,3876.76846,Swaziland,Africa
1462,2002,1130269.0,43.869,4128.116943,Swaziland,Africa
1463,2007,1133066.0,39.613,4513.480643,Swaziland,Africa
1464,1952,7124673.0,71.86,8527.844662,Sweden,Europe
1465,1957,7363802.0,72.49,9911.878226,Sweden,Europe
1466,1962,7561588.0,73.37,12329.44192,Sweden,Europe
1467,1967,7867931.0,74.16,15258.29697,Sweden,Europe
1468,1972,8122293.0,74.72,17832.02464,Sweden,Europe
1469,1977,8251648.0,75.44,18855.72521,Sweden,Europe
1470,1982,8325260.0,76.42,20667.38125,Sweden,Europe
1471,1987,8421403.0,77.19,23586.92927,Sweden,Europe
1472,1992,8718867.0,78.16,23880.01683,Sweden,Europe
1473,1997,8897619.0,79.39,25266.59499,Sweden,Europe
1474,2002,8954175.0,80.04,29341.63093,Sweden,Europe
1475,2007,9031088.0,80.884,33859.74835,Sweden,Europe
1476,1952,4815000.0,69.62,14734.23275,Switzerland,Europe
1477,1957,5126000.0,70.56,17909.48973,Switzerland,Europe
1478,1962,5666000.0,71.32,20431.0927,Switzerland,Europe
1479,1967,6063000.0,72.77,22966.14432,Switzerland,Europe
1480,1972,6401400.0,73.78,27195.11304,Switzerland,Europe
1481,1977,6316424.0,75.39,26982.29052,Switzerland,Europe
1482,1982,6468126.0,76.21,28397.71512,Switzerland,Europe
1483,1987,6649942.0,77.41,30281.70459,Switzerland,Europe
1484,1992,6995447.0,78.03,31871.5303,Switzerland,Europe
1485,1997,7193761.0,79.37,32135.32301,Switzerland,Europe
1486,2002,7361757.0,80.62,34480.95771,Switzerland,Europe
1487,2007,7554661.0,81.701,37506.41907,Switzerland,Europe
1488,1952,3661549.0,45.883,1643.485354,Syria,Asia
1489,1957,4149908.0,48.284,2117.234893,Syria,Asia
1490,1962,4834621.0,50.305,2193.037133,Syria,Asia
1491,1967,5680812.0,53.655,1881.923632,Syria,Asia
1492,1972,6701172.0,57.296,2571.423014,Syria,Asia
1493,1977,7932503.0,61.195,3195.484582,Syria,Asia
1494,1982,9410494.0,64.59,3761.837715,Syria,Asia
1495,1987,11242847.0,66.974,3116.774285,Syria,Asia
1496,1992,13219062.0,69.249,3340.542768,Syria,Asia
1497,1997,15081016.0,71.527,4014.238972,Syria,Asia
1498,2002,17155814.0,73.053,4090.925331,Syria,Asia
1499,2007,19314747.0,74.143,4184.548089,Syria,Asia
1500,1952,8550362.0,58.5,1206.947913,Taiwan,Asia
1501,1957,10164215.0,62.4,1507.86129,Taiwan,Asia
1502,1962,11918938.0,65.2,1822.879028,Taiwan,Asia
1503,1967,13648692.0,67.5,2643.858681,Taiwan,Asia
1504,1972,15226039.0,69.39,4062.523897,Taiwan,Asia
1505,1977,16785196.0,70.59,5596.519826,Taiwan,Asia
1506,1982,18501390.0,72.16,7426.354774,Taiwan,Asia
1507,1987,19757799.0,73.4,11054.56175,Taiwan,Asia
1508,1992,20686918.0,74.26,15215.6579,Taiwan,Asia
1509,1997,21628605.0,75.25,20206.82098,Taiwan,Asia
1510,2002,22454239.0,76.99,23235.42329,Taiwan,Asia
1511,2007,23174294.0,78.4,28718.27684,Taiwan,Asia
1512,1952,8322925.0,41.215,716.6500721,Tanzania,Africa
1513,1957,9452826.0,42.974,698.5356073,Tanzania,Africa
1514,1962,10863958.0,44.246,722.0038073,Tanzania,Africa
1515,1967,12607312.0,45.757,848.2186575,Tanzania,Africa
1516,1972,14706593.0,47.62,915.9850592,Tanzania,Africa
1517,1977,17129565.0,49.919,962.4922932,Tanzania,Africa
1518,1982,19844382.0,50.608,874.2426069,Tanzania,Africa
1519,1987,23040630.0,51.535,831.8220794,Tanzania,Africa
1520,1992,26605473.0,50.44,825.682454,Tanzania,Africa
1521,1997,30686889.0,48.466,789.1862231,Tanzania,Africa
1522,2002,34593779.0,49.651,899.0742111,Tanzania,Africa
1523,2007,38139640.0,52.517,1107.482182,Tanzania,Africa
1524,1952,21289402.0,50.848,757.7974177,Thailand,Asia
1525,1957,25041917.0,53.63,793.5774148,Thailand,Asia
1526,1962,29263397.0,56.061,1002.199172,Thailand,Asia
1527,1967,34024249.0,58.285,1295.46066,Thailand,Asia
1528,1972,39276153.0,60.405,1524.358936,Thailand,Asia
1529,1977,44148285.0,62.494,1961.224635,Thailand,Asia
1530,1982,48827160.0,64.597,2393.219781,Thailand,Asia
1531,1987,52910342.0,66.084,2982.653773,Thailand,Asia
1532,1992,56667095.0,67.298,4616.896545,Thailand,Asia
1533,1997,60216677.0,67.521,5852.625497,Thailand,Asia
1534,2002,62806748.0,68.564,5913.187529,Thailand,Asia
1535,2007,65068149.0,70.616,7458.396327,Thailand,Asia
1536,1952,1219113.0,38.596,859.8086567,Togo,Africa
1537,1957,1357445.0,41.208,925.9083202,Togo,Africa
1538,1962,1528098.0,43.922,1067.53481,Togo,Africa
1539,1967,1735550.0,46.769,1477.59676,Togo,Africa
1540,1972,2056351.0,49.759,1649.660188,Togo,Africa
1541,1977,2308582.0,52.887,1532.776998,Togo,Africa
1542,1982,2644765.0,55.471,1344.577953,Togo,Africa
1543,1987,3154264.0,56.941,1202.201361,Togo,Africa
1544,1992,3747553.0,58.061,1034.298904,Togo,Africa
1545,1997,4320890.0,58.39,982.2869243,Togo,Africa
1546,2002,4977378.0,57.561,886.2205765,Togo,Africa
1547,2007,5701579.0,58.42,882.9699438,Togo,Africa
1548,1952,662850.0,59.1,3023.271928,Trinidad and Tobago,Americas
1549,1957,764900.0,61.8,4100.3934,Trinidad and Tobago,Americas
1550,1962,887498.0,64.9,4997.523971,Trinidad and Tobago,Americas
1551,1967,960155.0,65.4,5621.368472,Trinidad and Tobago,Americas
1552,1972,975199.0,65.9,6619.551419,Trinidad and Tobago,Americas
1553,1977,1039009.0,68.3,7899.554209,Trinidad and Tobago,Americas
1554,1982,1116479.0,68.832,9119.528607,Trinidad and Tobago,Americas
1555,1987,1191336.0,69.582,7388.597823,Trinidad and Tobago,Americas
1556,1992,1183669.0,69.862,7370.990932,Trinidad and Tobago,Americas
1557,1997,1138101.0,69.465,8792.573126,Trinidad and Tobago,Americas
1558,2002,1101832.0,68.976,11460.60023,Trinidad and Tobago,Americas
1559,2007,1056608.0,69.819,18008.50924,Trinidad and Tobago,Americas
1560,1952,3647735.0,44.6,1468.475631,Tunisia,Africa
1561,1957,3950849.0,47.1,1395.232468,Tunisia,Africa
1562,1962,4286552.0,49.579,1660.30321,Tunisia,Africa
1563,1967,4786986.0,52.053,1932.360167,Tunisia,Africa
1564,1972,5303507.0,55.602,2753.285994,Tunisia,Africa
1565,1977,6005061.0,59.837,3120.876811,Tunisia,Africa
1566,1982,6734098.0,64.048,3560.233174,Tunisia,Africa
1567,1987,7724976.0,66.894,3810.419296,Tunisia,Africa
1568,1992,8523077.0,70.001,4332.720164,Tunisia,Africa
1569,1997,9231669.0,71.973,4876.798614,Tunisia,Africa
1570,2002,9770575.0,73.042,5722.895655,Tunisia,Africa
1571,2007,10276158.0,73.923,7092.923025,Tunisia,Africa
1572,1952,22235677.0,43.585,1969.10098,Turkey,Europe
1573,1957,25670939.0,48.079,2218.754257,Turkey,Europe
1574,1962,29788695.0,52.098,2322.869908,Turkey,Europe
1575,1967,33411317.0,54.336,2826.356387,Turkey,Europe
1576,1972,37492953.0,57.005,3450.69638,Turkey,Europe
1577,1977,42404033.0,59.507,4269.122326,Turkey,Europe
1578,1982,47328791.0,61.036,4241.356344,Turkey,Europe
1579,1987,52881328.0,63.108,5089.043686,Turkey,Europe
1580,1992,58179144.0,66.146,5678.348271,Turkey,Europe
1581,1997,63047647.0,68.835,6601.429915,Turkey,Europe
1582,2002,67308928.0,70.845,6508.085718,Turkey,Europe
1583,2007,71158647.0,71.777,8458.276384,Turkey,Europe
1584,1952,5824797.0,39.978,734.753484,Uganda,Africa
1585,1957,6675501.0,42.571,774.3710692,Uganda,Africa
1586,1962,7688797.0,45.344,767.2717398,Uganda,Africa
1587,1967,8900294.0,48.051,908.9185217,Uganda,Africa
1588,1972,10190285.0,51.016,950.735869,Uganda,Africa
1589,1977,11457758.0,50.35,843.7331372,Uganda,Africa
1590,1982,12939400.0,49.849,682.2662268,Uganda,Africa
1591,1987,15283050.0,51.509,617.7244065,Uganda,Africa
1592,1992,18252190.0,48.825,644.1707969,Uganda,Africa
1593,1997,21210254.0,44.578,816.559081,Uganda,Africa
1594,2002,24739869.0,47.813,927.7210018,Uganda,Africa
1595,2007,29170398.0,51.542,1056.380121,Uganda,Africa
1596,1952,50430000.0,69.18,9979.508487,United Kingdom,Europe
1597,1957,51430000.0,70.42,11283.17795,United Kingdom,Europe
1598,1962,53292000.0,70.76,12477.17707,United Kingdom,Europe
1599,1967,54959000.0,71.36,14142.85089,United Kingdom,Europe
1600,1972,56079000.0,72.01,15895.11641,United Kingdom,Europe
1601,1977,56179000.0,72.76,17428.74846,United Kingdom,Europe
1602,1982,56339704.0,74.04,18232.42452,United Kingdom,Europe
1603,1987,56981620.0,75.007,21664.78767,United Kingdom,Europe
1604,1992,57866349.0,76.42,22705.09254,United Kingdom,Europe
1605,1997,58808266.0,77.218,26074.53136,United Kingdom,Europe
1606,2002,59912431.0,78.471,29478.99919,United Kingdom,Europe
1607,2007,60776238.0,79.425,33203.26128,United Kingdom,Europe
1608,1952,157553000.0,68.44,13990.48208,United States,Americas
1609,1957,171984000.0,69.49,14847.12712,United States,Americas
1610,1962,186538000.0,70.21,16173.14586,United States,Americas
1611,1967,198712000.0,70.76,19530.36557,United States,Americas
1612,1972,209896000.0,71.34,21806.03594,United States,Americas
1613,1977,220239000.0,73.38,24072.63213,United States,Americas
1614,1982,232187835.0,74.65,25009.55914,United States,Americas
1615,1987,242803533.0,75.02,29884.35041,United States,Americas
1616,1992,256894189.0,76.09,32003.93224,United States,Americas
1617,1997,272911760.0,76.81,35767.43303,United States,Americas
1618,2002,287675526.0,77.31,39097.09955,United States,Americas
1619,2007,301139947.0,78.242,42951.65309,United States,Americas
1620,1952,2252965.0,66.071,5716.766744,Uruguay,Americas
1621,1957,2424959.0,67.044,6150.772969,Uruguay,Americas
1622,1962,2598466.0,68.253,5603.357717,Uruguay,Americas
1623,1967,2748579.0,68.468,5444.61962,Uruguay,Americas
1624,1972,2829526.0,68.673,5703.408898,Uruguay,Americas
1625,1977,2873520.0,69.481,6504.339663,Uruguay,Americas
1626,1982,2953997.0,70.805,6920.223051,Uruguay,Americas
1627,1987,3045153.0,71.918,7452.398969,Uruguay,Americas
1628,1992,3149262.0,72.752,8137.004775,Uruguay,Americas
1629,1997,3262838.0,74.223,9230.240708,Uruguay,Americas
1630,2002,3363085.0,75.307,7727.002004,Uruguay,Americas
1631,2007,3447496.0,76.384,10611.46299,Uruguay,Americas
1632,1952,5439568.0,55.088,7689.799761,Venezuela,Americas
1633,1957,6702668.0,57.907,9802.466526,Venezuela,Americas
1634,1962,8143375.0,60.77,8422.974165,Venezuela,Americas
1635,1967,9709552.0,63.479,9541.474188,Venezuela,Americas
1636,1972,11515649.0,65.712,10505.25966,Venezuela,Americas
1637,1977,13503563.0,67.456,13143.95095,Venezuela,Americas
1638,1982,15620766.0,68.557,11152.41011,Venezuela,Americas
1639,1987,17910182.0,70.19,9883.584648,Venezuela,Americas
1640,1992,20265563.0,71.15,10733.92631,Venezuela,Americas
1641,1997,22374398.0,72.146,10165.49518,Venezuela,Americas
1642,2002,24287670.0,72.766,8605.047831,Venezuela,Americas
1643,2007,26084662.0,73.747,11415.80569,Venezuela,Americas
1644,1952,26246839.0,40.412,605.0664917,Vietnam,Asia
1645,1957,28998543.0,42.887,676.2854478,Vietnam,Asia
1646,1962,33796140.0,45.363,772.0491602,Vietnam,Asia
1647,1967,39463910.0,47.838,637.1232887,Vietnam,Asia
1648,1972,44655014.0,50.254,699.5016441,Vietnam,Asia
1649,1977,50533506.0,55.764,713.5371196,Vietnam,Asia
1650,1982,56142181.0,58.816,707.2357863,Vietnam,Asia
1651,1987,62826491.0,62.82,820.7994449,Vietnam,Asia
1652,1992,69940728.0,67.662,989.0231487,Vietnam,Asia
1653,1997,76048996.0,70.672,1385.896769,Vietnam,Asia
1654,2002,80908147.0,73.017,1764.456677,Vietnam,Asia
1655,2007,85262356.0,74.249,2441.576404,Vietnam,Asia
1656,1952,1030585.0,43.16,1515.592329,West Bank and Gaza,Asia
1657,1957,1070439.0,45.671,1827.067742,West Bank and Gaza,Asia
1658,1962,1133134.0,48.127,2198.956312,West Bank and Gaza,Asia
1659,1967,1142636.0,51.631,2649.715007,West Bank and Gaza,Asia
1660,1972,1089572.0,56.532,3133.409277,West Bank and Gaza,Asia
1661,1977,1261091.0,60.765,3682.831494,West Bank and Gaza,Asia
1662,1982,1425876.0,64.406,4336.032082,West Bank and Gaza,Asia
1663,1987,1691210.0,67.046,5107.197384,West Bank and Gaza,Asia
1664,1992,2104779.0,69.718,6017.654756,West Bank and Gaza,Asia
1665,1997,2826046.0,71.096,7110.667619,West Bank and Gaza,Asia
1666,2002,3389578.0,72.37,4515.487575,West Bank and Gaza,Asia
1667,2007,4018332.0,73.422,3025.349798,West Bank and Gaza,Asia
1668,1952,4963829.0,32.548,781.7175761,"Yemen, Rep.",Asia
1669,1957,5498090.0,33.97,804.8304547,"Yemen, Rep.",Asia
1670,1962,6120081.0,35.18,825.6232006,"Yemen, Rep.",Asia
1671,1967,6740785.0,36.984,862.4421463,"Yemen, Rep.",Asia
1672,1972,7407075.0,39.848,1265.047031,"Yemen, Rep.",Asia
1673,1977,8403990.0,44.175,1829.765177,"Yemen, Rep.",Asia
1674,1982,9657618.0,49.113,1977.55701,"Yemen, Rep.",Asia
1675,1987,11219340.0,52.922,1971.741538,"Yemen, Rep.",Asia
1676,1992,13367997.0,55.599,1879.496673,"Yemen, Rep.",Asia
1677,1997,15826497.0,58.02,2117.484526,"Yemen, Rep.",Asia
1678,2002,18701257.0,60.308,2234.820827,"Yemen, Rep.",Asia
1679,2007,22211743.0,62.698,2280.769906,"Yemen, Rep.",Asia
1680,1952,2672000.0,42.038,1147.388831,Zambia,Africa
1681,1957,3016000.0,44.077,1311.956766,Zambia,Africa
1682,1962,3421000.0,46.023,1452.725766,Zambia,Africa
1683,1967,3900000.0,47.768,1777.077318,Zambia,Africa
1684,1972,4506497.0,50.107,1773.498265,Zambia,Africa
1685,1977,5216550.0,51.386,1588.688299,Zambia,Africa
1686,1982,6100407.0,51.821,1408.678565,Zambia,Africa
1687,1987,7272406.0,50.821,1213.315116,Zambia,Africa
1688,1992,8381163.0,46.1,1210.884633,Zambia,Africa
1689,1997,9417789.0,40.238,1071.353818,Zambia,Africa
1690,2002,10595811.0,39.193,1071.613938,Zambia,Africa
1691,2007,11746035.0,42.384,1271.211593,Zambia,Africa
1692,1952,3080907.0,48.451,406.8841148,Zimbabwe,Africa
1693,1957,3646340.0,50.469,518.7642681,Zimbabwe,Africa
1694,1962,4277736.0,52.358,527.2721818,Zimbabwe,Africa
1695,1967,4995432.0,53.995,569.7950712,Zimbabwe,Africa
1696,1972,5861135.0,55.635,799.3621758,Zimbabwe,Africa
1697,1977,6642107.0,57.674,685.5876821,Zimbabwe,Africa
1698,1982,7636524.0,60.363,788.8550411,Zimbabwe,Africa
1699,1987,9216418.0,62.351,706.1573059,Zimbabwe,Africa
1700,1992,10704340.0,60.377,693.4207856,Zimbabwe,Africa
1701,1997,11404948.0,46.809,792.4499603,Zimbabwe,Africa
1702,2002,11926563.0,39.989,672.0386227,Zimbabwe,Africa
1703,2007,12311143.0,43.487,469.7092981,Zimbabwe,Africa
